"acc","accuracy","average_response_time","avg_rt","background","bgScale","bidi","bottomLeftPattern","bottomRightPattern","canvas_backend","checkFix","clock_backend","colorDown","colorInterval","colorLeft","colorRight","colorUp","color_backend","compareArray","compensation","coordinates","correct","correct_feedback","correct_keyboard_response","count_README","count__pygaze_start_recording","count_blank","count_calibration","count_calibration_sequence","count_default_settings","count_eight_options","count_exp_sequence","count_experiment","count_eye_tracker","count_feedback","count_final_feedback","count_form_base","count_form_base_1","count_four_options","count_free_writing","count_free_writing_feedback","count_free_writing_loop","count_free_writing_script","count_get_input","count_globals","count_item","count_itemArray","count_keyboard_response","count_logger","count_logger_1","count_logger_3","count_new_inline_script","count_new_inline_script_1","count_new_loop","count_new_pygaze_drift_correct","count_new_pygaze_drift_correct_1","count_new_pygaze_drift_correct_2","count_new_pygaze_start_recording","count_new_pygaze_start_recording_1","count_pygaze_drift_correct","count_pygaze_drift_correct_1","count_pygaze_init","count_pygaze_log","count_pygaze_log_1","count_pygaze_start_recording","count_pygaze_start_recording_1","count_pygaze_start_recording_2","count_pygaze_stop_recording","count_pygaze_stop_recording_1","count_python_definitions","count_select_target","count_sketchpad","count_smoothing","count_speak_target","count_speech","count_two_options","counter","currWordProbability","datetime","description","disable_garbage_collection","ecc","empty_column","experiment_file","experiment_path","firstCycle","firstPattern","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","free_writing","free_writing_text","fullscreen","height","itemChange","itemIds","keyboard_backend","likelihoodThr","live_row","live_row_calibration","live_row_four_options","logfile","loop_rt","maxBlackThreshold","maxWhiteThrehold","maxWhiteThreshold","minBlackThreshold","minWhiteThreshold","mode2","mouse_backend","numberOfColors","opensesame_codename","opensesame_version","opt2","opt4","opt8","predictionArray","prevWordProbability","repeat_cycle","response","response_feedback","response_free_writing_feedback","response_keyboard_response","response_sketchpad","response_time","response_time_feedback","response_time_free_writing_feedback","response_time_keyboard_response","response_time_sketchpad","round_decimals","rowNumber","sampler_backend","showCue","similarityMatrix","size","sound_buf_size","sound_channels","sound_freq","sound_sample_size","stabilize","start","stop","subject_nr","subject_parity","synth_backend","target","threshold","time_README","time__pygaze_start_recording","time_blank","time_calibration","time_calibration_sequence","time_default_settings","time_eight_options","time_exp_sequence","time_experiment","time_eye_tracker","time_feedback","time_final_feedback","time_form_base","time_form_base_1","time_four_options","time_free_writing","time_free_writing_feedback","time_free_writing_loop","time_free_writing_script","time_get_input","time_globals","time_item","time_itemArray","time_keyboard_response","time_logger","time_logger_1","time_logger_3","time_new_inline_script","time_new_inline_script_1","time_new_loop","time_new_pygaze_drift_correct","time_new_pygaze_drift_correct_1","time_new_pygaze_drift_correct_2","time_new_pygaze_start_recording","time_new_pygaze_start_recording_1","time_pygaze_drift_correct","time_pygaze_drift_correct_1","time_pygaze_init","time_pygaze_log","time_pygaze_log_1","time_pygaze_start_recording","time_pygaze_start_recording_1","time_pygaze_start_recording_2","time_pygaze_stop_recording","time_pygaze_stop_recording_1","time_python_definitions","time_select_target","time_sketchpad","time_smoothing","time_speak_target","time_speech","time_two_options","title","topLeftPattern","topRightPattern","total_correct","total_response_time","total_responses","transparent_variables","uniform_coordinates","width","winner","winnerCount","words"
"undefined","undefined","undefined","undefined","#4c4c4c","2.65","no","[0, 1, -1, 0, -1]","[-1, 0, -1, 1, 0]","psycho","no","psycho","NA","100","NA","NA","NA","psycho","[[1, -1, 0, -1, 0], [-1, 0, -1, 1, 0], [-1, 0, 1, 0, 1], [0, 1, -1, 0, -1]]","0","relative","undefined","undefined","NA","0","NA","0","0","0","0","0","0","0","0","0","NA","0","NA","0","NA","NA","0","NA","0","0","0","0","0","0","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","1","NA","0","0","NA","0","NA","0","1","NA","0","0","NA","0","0","0","NA","0","[ 0.  0.  0.  0.]","10/12/18 16:05:00","A brain-computer interface based on covert attention and pupillometry","yes","390","0","MadLibsV10.osexp","C:/Users/Steve/Documents/GitHub/User-Models-Project","yes","yes","no","mono","no","18","no","white","no","no","NA","no","1080","[]","ABCD","psycho","1.375","0","0","0","C:/Users/Steve/Documents/GitHub/User-Models-Project\quickrun.csv","32.5153203","604.8","0","171.36","475.2","134.64","90upmirror","psycho","5","Kafkaesque Koffka","3.2.5","no","no","no","[ 0.  0.  0.  0.  0.]","[ 0.  0.  0.  0.]","0","h","h","NA","NA","NA","10398.4904","10398.4904","NA","NA","NA","2","NA","legacy","no","[]","132","1024","2","48000","-16","no","experiment","no","999","odd","legacy","A","1","NA","NA","62370.9109","3898.26280001","3913.9895","3869.42940002","NA","17954.1615","2532.49820002","3869.96360001","51964.6683","NA","NA","NA","17940.4477","NA","NA","NA","NA","3870.0194","3869.4535","3869.8511","3869.91470002","NA","62869.1168","NA","NA","5180.1532","NA","NA","NA","NA","NA","NA","NA","17954.2769","NA","2540.80290001","62371.1064","NA","19288.5578","NA","5176.9121","17898.5558","NA","3869.35379999","19306.1905","NA","3869.832","19290.9112","3869.81","NA","Attend-and-click training","[1, -1, 0, -1, 0]","[-1, 0, 1, 0, 1]","0","0","0","no","yes","1920","2","[ 0.  0.  0.  0.]","['milk', 'showergel', 'force', 'lube']"
